Call_Type,Charging_Tm,Call_Duration,Location,A_Num,B_Num,cell_id,IMEI,TAC,DESTINATION,DESTINATION_CAT,MU_Device_type_Segment,MU_HANDSET_MOBILE_TECH
6,2024-12-03 10:28:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,39726,696,24394,799242.0,16560,242,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,40219,185,24394,843509.0,671,5510,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
1,2024-12-03 10:28:00,470.986488,21624,723,18276,744944.0,5250,5672,NEDJMA,OFF-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,2651,115,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:28:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,44463,127,24394,889827.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,39726,696,24394,799242.0,16560,242,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:29:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,44463,127,24394,889827.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,9,615,24394,781343.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
7,2024-12-03 10:30:00,2.0,6298,740,24396,957323.0,15924,215,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-03 10:30:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:30:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,6298,740,24394,957323.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,44463,127,24394,889827.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,39726,696,24394,799242.0,16560,242,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,39726,696,24394,799242.0,16560,242,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,44463,127,24394,889827.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,33789,666,24394,846018.0,3772,5628,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
0,2024-12-03 10:31:00,30.264192,49760,678,34027,913758.0,932,5529,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:31:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:32:00,2.0,33789,666,24394,846018.0,3772,5628,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:32:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:32:00,2.0,20570,162,24394,763763.0,9013,5786,OTA,ON-NET,Smartphone,4G
0,2024-12-03 10:32:00,14.18634,35081,671,27602,739605.0,1795,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:32:00,2.0,50252,740,24394,749485.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:32:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:32:00,2.0,44463,127,24394,889827.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:32:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
0,2024-12-03 10:32:00,85.11804,26173,152,39814,807928.0,420,5501,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:32:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:32:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,9,615,24394,781343.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:33:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
7,2024-12-03 10:34:00,2.0,50252,740,24395,749485.0,15924,215,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-03 10:34:00,2.0,40219,185,24394,843509.0,671,5510,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,20570,162,24394,763763.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:34:00,2.0,39726,696,24394,799242.0,16560,242,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,26404,193,24394,840316.0,2390,5585,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,50252,740,24394,749485.0,15924,215,OTA,ON-NET,Smartphone,4G
7,2024-12-03 10:35:00,2.0,50252,740,24396,749485.0,15924,215,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-03 10:35:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:35:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,9,615,24394,781343.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,27952,211,24394,782748.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:36:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:37:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:37:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:37:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:37:00,2.0,27952,211,24394,782748.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:37:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:37:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:37:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:37:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,40219,185,24394,843509.0,671,5510,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,40219,185,24394,843509.0,671,5510,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:38:00,2.0,9,615,24394,781343.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,8952,740,24394,958303.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,26404,193,24394,840316.0,2390,5585,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,33693,162,24394,892467.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,27952,211,24394,782748.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:39:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,8952,740,24394,958303.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,9,615,24394,781343.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,9,615,24394,781343.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:40:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,8952,740,24394,958303.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,8952,740,24394,958303.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,8952,740,24394,958303.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,35101,104,24394,937135.0,12356,101,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,8952,740,24394,958303.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:41:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
1,2024-12-03 10:42:00,4.72878,33732,121,39035,794700.0,876,5525,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:42:00,2.0,19255,660,24394,764863.0,15541,206,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:42:00,2.0,27952,211,24394,782748.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:42:00,2.0,27952,211,24394,782748.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:42:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:42:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:42:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:42:00,2.0,26404,193,24394,840316.0,2390,5585,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:42:00,2.0,9,615,24394,781343.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:42:00,2.0,8952,740,24394,958303.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,27952,211,24394,782748.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,40219,185,24394,843509.0,671,5510,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,2561,740,24394,802016.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,2561,740,24394,802016.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,2561,740,24394,802016.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:43:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,39726,696,24394,799242.0,16560,242,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,33693,162,24394,892467.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,33693,162,24394,892467.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,19255,267,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,26404,193,24394,840316.0,2390,5585,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,40219,185,24394,843509.0,671,5510,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,33693,162,24394,892467.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,21828,205,24394,866141.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,2561,740,24394,802016.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,9,615,24394,781343.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,2377,494,24394,743164.0,9662,13,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,9,615,24394,781343.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,22210,540,24394,782120.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,33789,666,24394,846018.0,3772,5628,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,42693,133,24394,833534.0,9669,14,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:44:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:45:00,2.0,39726,696,24394,799242.0,16560,242,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:45:00,2.0,42693,293,24394,833534.0,4112,5637,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:45:00,2.0,27952,211,24394,782748.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:45:00,2.0,27714,656,24394,787289.0,14057,153,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:45:00,2.0,2561,740,24394,802016.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:46:00,2.0,27099,212,24394,796899.0,14030,152,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:46:00,2.0,2561,740,24394,802016.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:46:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:46:00,2.0,33693,162,24394,892467.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:46:00,2.0,2561,740,24394,802016.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:47:00,2.0,8952,740,24394,958303.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:47:00,2.0,6147,177,24394,964571.0,14746,177,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:47:00,2.0,26404,193,24394,840316.0,2390,5585,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:47:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
7,2024-12-03 10:47:00,2.0,40240,308,24395,833534.0,14685,176,INTERNATIONAL,INTERNATIONAL,Smartphone,4G
6,2024-12-03 10:47:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:47:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:47:00,2.0,8952,740,24394,958303.0,15924,215,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:47:00,2.0,3118,182,24394,815678.0,12389,102,OTA,ON-NET,Smartphone,4G
6,2024-12-03 10:47:00,2.0,24448,518,24394,752546.0,9921,20,OTA,ON-NET,Smartphone,4G
